"ID"	"siteLAT"	"siteLON"	"eventLAT"	"eventLON"	"K"	"mag"	"depth"	"Is"	"I0"	"R"	"RExt"	"F11"	"F12"	"F21"	"F22"	"Length"	"MLH"	"MW"	"MWHARV"
"D02"	41.933333	74.533333	41.533333	75.033333	13	5.2	25	3	6	60.8247783425433	64.3296024164096	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.983333	74.75	41.533333	75.033333	13	5.2	25	3	6	55.2819101303165	60.1900159727077	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	42.016667	74.983333	41.533333	75.033333	13	5.2	25	3	6	53.9039869279865	58.9035831210369	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	42.1	75.266667	41.533333	75.033333	13	5.2	25	3	6	65.9107137538397	68.0049423729699	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.916667	75.683333	41.533333	75.033333	13	5.2	25	3	6	68.7512216120074	68.6486281425112	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.95	75.766667	41.533333	75.033333	13	5.2	25	3	6	76.4752224446011	76.3449683978219	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	41.683333	76.133333	41.533333	75.033333	13	5.2	25	3	6	92.9624961526127	92.3416881668083	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	40.866667	73.8	41.533333	75.033333	13	5.2	25	3	6	127.0516023708	127.127856199089	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"D02"	40.716667	75.616667	41.533333	75.033333	13	5.2	25	3	6	103.118808523846	101.69173366801	75.0154768664024	41.5284478385271	75.0511918199525	41.5382153843929	3.17181610554143	4.96	5.3932	NA
"E02"	41.933333	77.683333	41.966667	77.55	13	5	15	6	6	11.6327973632658	65.59171709384	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
"E02"	42.116667	77.55	41.966667	77.55	13	5	15	6	6	16.6792389965705	75.8835767012384	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
"E02"	42.15	77.6	41.966667	77.55	13	5	15	5	6	20.7994305028262	54.8208444688861	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
"E02"	42.116667	77.433333	41.966667	77.55	13	5	15	5	6	19.2618089851274	57.8795982782126	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
"E02"	42.033333	77.266667	41.966667	77.55	13	5	15	5	6	24.558410625205	39.3102505454807	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
"E02"	42.133333	77.183333	41.966667	77.55	13	5	15	4.5	6	35.4970645329703	43.6624457426131	77.5320233970563	41.9617821869954	77.567979348845	41.9715489936634	3.17181610554143	4.96	5.3932	NA
